age	geography	time	diabetes_a1c_6_5	diabetes_dx_ccw	obesity_bmi	obesity_dx_ccw	n_patients_chronic
Total	29	2021-01-01	8.17	13.85	39.44	21.43	655466
Total	28	2021-01-01	8.11	13.32	37.48	14.38	1361013
Total	10	2021-01-01	8.03	11.49	33.18	17.96	370846
Total	37	2021-01-01	8.02	12.8	35.51	19.52	4783191
Total	20	2021-01-01	7.98	12.77	36.42	18.36	602456
Total	26	2021-01-01	7.69	11.72	34.47	18.64	3733713
Total	51	2021-01-01	7.69	12.84	35.09	16.62	3467983
Total	01	2021-01-01	7.4	14.81	37.63	19.42	396756
Total	17	2021-01-01	7.28	11.59	33.56	17.19	4606838
Total	56	2021-01-01	7.22	11.22	32.03	13.51	121042
Total	23	2021-01-01	7.22	10.26	31.47	16.98	670027
Total	44	2021-01-01	7.01	12.41	25.32	17.51	488153
Total	31	2021-01-01	6.99	11.82	37.68	13.81	541678
Total	27	2021-01-01	6.79	9.74	31.6	18.87	2340713
Total	16	2021-01-01	6.78	10.01	31.17	16.54	659904
Total	22	2021-01-01	6.78	12.08	34.89	17.97	1657285
Total	24	2021-01-01	6.76	11.87	32.32	18.57	1545566
Total	36	2021-01-01	6.72	11.41	31.24	15.89	4719566
Total	55	2021-01-01	6.65	9.65	33.16	16.54	2783579
Total	13	2021-01-01	6.54	11.01	30.67	15.95	2026083
Total	42	2021-01-01	6.41	11.65	34.82	17.77	5977492
Total	35	2021-01-01	6.4	14.26	33.68	14.71	183511
Total	47	2021-01-01	6.25	13.03	35.86	13.42	879208
Total	05	2021-01-01	6.22	12.1	35.25	17.24	856711
Total	33	2021-01-01	6.2	9.41	31.87	14.28	481073
Total	04	2021-01-01	6.17	10.46	28.27	13.76	859544
Total	19	2021-01-01	6.09	9.73	34.85	17.94	1371098
Total	25	2021-01-01	5.91	10.34	28.85	20.13	2165081
Total	34	2021-01-01	5.83	11.68	31.87	14.64	1851866
Total	38	2021-01-01	5.68	9.31	32.55	21.8	493749
Total	46	2021-01-01	5.67	7.95	27.62	15.17	381039
Total	02	2021-01-01	5.48	8.72	27.3	13.1	11163
Total	15	2021-01-01	5.47	10.84	NA	NA	599711
Total	53	2021-01-01	5.47	8.85	25.73	10.43	1102314
Total	30	2021-01-01	5.23	7.2	24.74	10.48	202351
Total	48	2021-01-01	5.2	10.92	30.24	16.77	8692970
Total	50	2021-01-01	4.85	8.64	26.82	12.89	336241
Total	41	2021-01-01	4.85	8.14	23.19	11.59	1975312
Total	09	2021-01-01	4.7	10.42	30.87	17.46	2263109
Total	12	2021-01-01	4.35	10.92	27.59	16.1	3639306
Total	08	2021-01-01	4.23	7.03	21.87	10.96	2222836
Total	49	2021-01-01	4.12	8.02	23.37	9.59	530328
Total	06	2021-01-01	4.1	9.32	22.4	11.27	5742911
Total	32	2021-01-01	3.56	7.69	23.63	11.38	781306
Total	11	2021-01-01	1.65	5.53	21.87	6.07	75800
Total	00	2021-01-01	6.49	11.24	31.97	16.69	96970681
<18 Years	54	2022-01-01	0.55	0.74	8.27	4.12	126206
<18 Years	21	2022-01-01	0.59	0.75	7.9	5.25	440658
<18 Years	39	2022-01-01	0.36	0.49	6.37	6.04	1129217
<18 Years	18	2022-01-01	0.25	0.4	7.03	5.05	479204
<18 Years	28	2022-01-01	0.55	0.69	8.21	3.61	266988
<18 Years	37	2022-01-01	0.43	0.63	6.36	5.55	895429
<18 Years	10	2022-01-01	0.57	0.66	7.73	10.7	115043
<18 Years	45	2022-01-01	0.57	0.73	7.25	8.07	469791
<18 Years	40	2022-01-01	0.2	0.43	6.19	3.74	145914
<18 Years	20	2022-01-01	0.36	0.53	6.98	7.79	91681
<18 Years	29	2022-01-01	0.15	0.33	6.48	2.49	98294
<18 Years	26	2022-01-01	0.41	0.57	6.38	4.02	694462
<18 Years	51	2022-01-01	0.51	0.76	5.94	3.9	522526
<18 Years	01	2022-01-01	0.34	0.62	7.29	2.95	49295
<18 Years	23	2022-01-01	0.5	0.57	6.49	4.95	106442
<18 Years	17	2022-01-01	0.46	0.65	6.82	7.49	1003420
<18 Years	24	2022-01-01	0.52	0.76	5.71	4.43	181296
<18 Years	56	2022-01-01	0.47	0.67	4.22	2.65	24703
<18 Years	42	2022-01-01	0.24	0.42	6.08	6.81	876640
<18 Years	27	2022-01-01	0.35	0.49	5.08	5.69	431393
<18 Years	44	2022-01-01	0.59	0.71	4.78	7.55	91736
<18 Years	16	2022-01-01	0.55	0.62	5.36	3.89	161570
<18 Years	22	2022-01-01	0.4	0.51	6.71	4.68	350222
<18 Years	36	2022-01-01	0.37	0.52	6.35	8.15	725798
<18 Years	31	2022-01-01	0.22	0.44	6.09	1.85	76494
<18 Years	55	2022-01-01	0.41	0.54	6.1	3.97	660821
<18 Years	13	2022-01-01	0.44	0.83	5.22	4.47	611643
<18 Years	34	2022-01-01	0.46	0.77	6.07	5.43	246288
<18 Years	47	2022-01-01	0.48	0.8	7.17	3.68	144044
<18 Years	05	2022-01-01	0.74	0.91	7.24	5.45	209352
<18 Years	04	2022-01-01	0.27	0.4	3.92	5.18	167961
<18 Years	33	2022-01-01	0.61	0.7	6.03	5.04	84768
<18 Years	15	2022-01-01	0.41	0.47	NA	NA	96449
<18 Years	25	2022-01-01	0.33	0.49	5.91	11.56	376618
<18 Years	19	2022-01-01	0.56	0.64	6.32	4.08	325276
<18 Years	35	2022-01-01	0.15	0.48	5.23	2.22	15617
<18 Years	02	2022-01-01	NA	NA	3.91	2.79	1867
<18 Years	46	2022-01-01	0.4	0.52	4.61	2.79	89614
<18 Years	41	2022-01-01	0.55	0.69	5.83	5.74	361137
<18 Years	38	2022-01-01	0.35	0.48	4.94	4.43	119604
<18 Years	53	2022-01-01	0.28	0.41	4.92	4.06	197643
<18 Years	48	2022-01-01	0.47	0.62	6.24	5.4	2356513
<18 Years	30	2022-01-01	0.35	0.49	3.77	2.27	37643
<18 Years	09	2022-01-01	0.54	0.68	6.54	8.73	376559
<18 Years	08	2022-01-01	0.37	0.55	4.08	3.54	513499
<18 Years	49	2022-01-01	0.08	0.45	2.87	2.83	121209
<18 Years	06	2022-01-01	0.3	0.57	5.84	8.35	1270097
<18 Years	50	2022-01-01	0.71	0.81	5.18	3.06	46651
<18 Years	12	2022-01-01	0.54	0.78	5.05	4.41	1044519
<18 Years	32	2022-01-01	0.36	0.56	5.18	4.15	122167
<18 Years	11	2022-01-01	NA	0.6	3.67	1.57	2481
<18 Years	00	2022-01-01	0.42	0.61	6.09	5.7	19378575
18-25 Years	54	2022-01-01	1.55	2.33	34.02	12.2	51036
18-25 Years	21	2022-01-01	1.56	2.27	32.43	13.94	177255
18-25 Years	39	2022-01-01	1.18	1.89	28.3	12.58	547028
18-25 Years	18	2022-01-01	1.2	1.91	31.73	11.15	184111
18-25 Years	28	2022-01-01	1.41	2.2	33.42	9.62	105554
18-25 Years	37	2022-01-01	1.23	1.94	27.46	11.91	372379
18-25 Years	10	2022-01-01	1.68	2.25	31.2	16.06	26977
18-25 Years	45	2022-01-01	1.47	2.23	28.35	11.45	180402
18-25 Years	40	2022-01-01	0.88	1.78	30.6	9.4	56048
18-25 Years	20	2022-01-01	1.28	2.11	26.51	10.48	44515
18-25 Years	29	2022-01-01	1.12	1.94	27.66	14.92	51513
18-25 Years	26	2022-01-01	1.18	1.77	26.22	10.9	304910
18-25 Years	51	2022-01-01	1.21	2.03	25.25	9.83	244495
18-25 Years	01	2022-01-01	1.33	2.75	31.52	11.76	25018
18-25 Years	23	2022-01-01	1.48	1.94	24.81	11.1	41749
18-25 Years	17	2022-01-01	1.29	1.96	26.52	11.68	359767
18-25 Years	24	2022-01-01	1.14	1.94	25.12	12.19	104582
18-25 Years	56	2022-01-01	1.36	1.94	22.26	6.6	8061
18-25 Years	42	2022-01-01	0.9	1.57	25.03	10.79	444101
18-25 Years	27	2022-01-01	1.12	1.59	22.53	10.74	171045
18-25 Years	44	2022-01-01	1.3	1.95	15.81	10.09	38949
18-25 Years	16	2022-01-01	1.48	1.96	24.45	9.71	57373
18-25 Years	22	2022-01-01	1.05	1.72	28.3	10.6	139346
18-25 Years	36	2022-01-01	1.04	1.66	22.4	10.5	362173
18-25 Years	31	2022-01-01	1.34	1.94	25.29	6.66	52592
18-25 Years	55	2022-01-01	1.21	1.65	24.4	8.69	233562
18-25 Years	13	2022-01-01	1.1	2.22	24.86	9.43	169530
18-25 Years	34	2022-01-01	0.9	1.7	21.24	8.7	139156
18-25 Years	47	2022-01-01	1.3	2.37	30.78	9.88	69137
18-25 Years	05	2022-01-01	1.59	2.56	33.54	13.46	61131
18-25 Years	04	2022-01-01	0.85	1.4	19.31	8.39	69908
18-25 Years	33	2022-01-01	1.46	1.81	22.43	8.64	34277
18-25 Years	15	2022-01-01	0.92	1.42	NA	NA	33872
18-25 Years	25	2022-01-01	0.93	1.48	18.89	12.22	193476
18-25 Years	19	2022-01-01	1.36	1.78	27.99	10.55	122622
18-25 Years	35	2022-01-01	0.92	1.83	26.14	9.68	12703
18-25 Years	02	2022-01-01	NA	NA	17.93	5	920
18-25 Years	46	2022-01-01	1.13	1.44	21.59	8.04	32488
18-25 Years	41	2022-01-01	1.17	1.74	22.12	8.84	133705
18-25 Years	38	2022-01-01	1.05	1.5	23.1	11.19	45045
18-25 Years	53	2022-01-01	0.93	1.49	19.37	6.29	86525
18-25 Years	48	2022-01-01	1.25	2.16	28.62	12.91	613162
18-25 Years	30	2022-01-01	0.99	1.35	15.81	4.78	21494
18-25 Years	09	2022-01-01	1.15	1.87	21.56	13.07	166228
18-25 Years	08	2022-01-01	0.99	1.63	19.27	7.54	176486
18-25 Years	49	2022-01-01	1.05	1.85	17.25	6.32	47357
18-25 Years	06	2022-01-01	0.8	1.65	19.9	9.19	457909
18-25 Years	50	2022-01-01	1.19	1.82	18.16	7.39	21357
18-25 Years	12	2022-01-01	1.01	2.06	21.2	9.61	368634
18-25 Years	32	2022-01-01	0.74	1.41	21.11	6.81	55799
18-25 Years	11	2022-01-01	0.74	1.4	15.5	5.39	8257
18-25 Years	00	2022-01-01	1.14	1.86	25.08	10.7	7650160
25-35 Years	54	2022-01-01	2.62	4.14	47	20.07	71433
25-35 Years	21	2022-01-01	2.43	3.9	45.79	22.53	265115
25-35 Years	39	2022-01-01	2.28	3.65	42.39	21.34	828087
25-35 Years	18	2022-01-01	2.32	3.85	45.87	19.37	276425
25-35 Years	28	2022-01-01	2.37	3.94	45.72	16.26	154122
25-35 Years	37	2022-01-01	2.24	3.64	41.14	20.53	571580
25-35 Years	10	2022-01-01	2.15	3.6	45.93	22.64	32600
25-35 Years	45	2022-01-01	2.28	3.8	41.13	18.38	276824
25-35 Years	40	2022-01-01	2.14	3.91	43.89	16.36	84908
25-35 Years	20	2022-01-01	2.31	3.83	38.09	17.38	68228
25-35 Years	29	2022-01-01	2.14	3.6	39.89	22.55	84106
25-35 Years	26	2022-01-01	1.98	3.09	40.28	19.82	456822
25-35 Years	51	2022-01-01	2.03	3.53	38.85	17.54	403696
25-35 Years	01	2022-01-01	2.13	4.73	44.27	20.03	41019
25-35 Years	23	2022-01-01	1.97	3.02	35.76	17.8	67961
25-35 Years	17	2022-01-01	2.24	3.51	40.43	19.53	521937
25-35 Years	24	2022-01-01	1.8	3.41	38.48	21.56	187254
25-35 Years	56	2022-01-01	2.26	3.75	36.95	13.86	11498
25-35 Years	42	2022-01-01	1.61	2.95	37.93	18.67	718191
25-35 Years	27	2022-01-01	2.01	3.03	35.46	18.47	261230
25-35 Years	44	2022-01-01	1.73	3.18	25.66	15.07	58544
25-35 Years	16	2022-01-01	2.13	3.3	37.4	17.04	85092
25-35 Years	22	2022-01-01	1.81	3.36	41.11	18.02	205343
25-35 Years	36	2022-01-01	1.7	2.96	33.98	16.66	583413
25-35 Years	31	2022-01-01	2.37	3.69	41.24	14.31	71655
25-35 Years	55	2022-01-01	1.99	2.83	38.52	17.16	332093
25-35 Years	13	2022-01-01	1.9	3.44	37.84	15.52	237878
25-35 Years	34	2022-01-01	1.55	2.86	34.34	15.51	231883
25-35 Years	47	2022-01-01	1.7	3.55	41.9	14.88	107152
25-35 Years	05	2022-01-01	2.23	4.17	46.07	21.15	88250
25-35 Years	04	2022-01-01	1.9	3.04	29.9	14	118237
25-35 Years	33	2022-01-01	1.82	2.78	35.64	15.64	50167
25-35 Years	15	2022-01-01	1.78	3.16	NA	NA	56342
25-35 Years	25	2022-01-01	1.42	2.55	29.07	18.48	312482
25-35 Years	19	2022-01-01	2.03	3.21	43.36	19.99	167531
25-35 Years	35	2022-01-01	2.08	3.93	35.76	15.41	24379
25-35 Years	02	2022-01-01	1.29	1.86	35.62	13.97	1238
25-35 Years	46	2022-01-01	1.84	2.5	34.31	16.11	44853
25-35 Years	41	2022-01-01	1.7	2.89	30.14	13.89	217183
25-35 Years	38	2022-01-01	1.82	2.77	36.93	21.8	69601
25-35 Years	53	2022-01-01	1.47	2.46	25.89	9.83	165819
25-35 Years	48	2022-01-01	1.77	3.81	40.79	20.1	944608
25-35 Years	30	2022-01-01	1.53	2.15	26.69	10.41	28819
25-35 Years	09	2022-01-01	1.44	3.17	34.69	18.24	249046
25-35 Years	08	2022-01-01	1.38	2.52	27.1	11.47	299453
25-35 Years	49	2022-01-01	1.92	3.25	27.62	11.88	71611
25-35 Years	06	2022-01-01	1.31	2.92	27.17	12.07	772513
25-35 Years	50	2022-01-01	1.27	2.62	28.64	13	35478
25-35 Years	12	2022-01-01	1.2	3.17	33.08	16.75	555251
25-35 Years	32	2022-01-01	1.08	2.28	29.77	11.53	100590
25-35 Years	11	2022-01-01	0.91	1.91	23.88	8.87	20755
25-35 Years	00	2022-01-01	1.84	3.27	37.06	17.62	11909117
35-45 Years	54	2022-01-01	6.27	9.44	51.93	23.82	77322
35-45 Years	21	2022-01-01	5.73	8.64	50.58	27.04	281330
35-45 Years	39	2022-01-01	5.35	8.03	47.39	25.9	859185
35-45 Years	18	2022-01-01	5.72	8.72	50.38	24.39	289771
35-45 Years	28	2022-01-01	5.81	9.12	51.68	21.18	169807
35-45 Years	37	2022-01-01	5.29	8.02	46.21	25.47	597516
35-45 Years	10	2022-01-01	5.55	8.21	51.05	26.03	33661
35-45 Years	45	2022-01-01	5.21	8.28	46.06	22.38	290948
35-45 Years	40	2022-01-01	5.39	8.92	48.26	22.36	93699
35-45 Years	20	2022-01-01	4.77	7.62	43.15	22.24	76510
35-45 Years	29	2022-01-01	4.74	7.79	45.69	27.51	88820
35-45 Years	26	2022-01-01	4.65	6.88	45.44	24.94	447268
35-45 Years	51	2022-01-01	4.57	7.41	43.63	21.71	464022
35-45 Years	01	2022-01-01	4.65	9.97	49.88	25.83	49637
35-45 Years	23	2022-01-01	4.15	5.98	40.59	22.04	74849
35-45 Years	17	2022-01-01	5.34	7.86	45.94	23.84	540333
35-45 Years	24	2022-01-01	4.17	7.3	44.49	26.69	194862
35-45 Years	56	2022-01-01	4.66	7.3	42	18.01	13206
35-45 Years	42	2022-01-01	3.75	6.42	42.83	21.93	744855
35-45 Years	27	2022-01-01	4.51	6.51	41.13	24.05	278311
35-45 Years	44	2022-01-01	4	6.85	30.74	20.1	58659
35-45 Years	16	2022-01-01	4.33	6.53	40.52	20.84	93555
35-45 Years	22	2022-01-01	4.45	7.89	47.04	24.13	227495
35-45 Years	36	2022-01-01	3.84	6.3	39.38	19.71	593768
35-45 Years	31	2022-01-01	4.54	7.26	46.25	18.92	73091
35-45 Years	55	2022-01-01	4.76	6.51	44.51	21.45	342324
35-45 Years	13	2022-01-01	4.65	7.75	43.96	20.77	256033
35-45 Years	34	2022-01-01	3.46	6.09	39.56	18.97	257678
35-45 Years	47	2022-01-01	4.19	8.02	46.61	18.79	109220
35-45 Years	05	2022-01-01	5.18	9.17	49.76	25.57	93898
35-45 Years	04	2022-01-01	4.53	6.83	34.69	17.79	123295
35-45 Years	33	2022-01-01	3.51	5.31	41.37	18.02	53726
35-45 Years	15	2022-01-01	4.07	7.19	NA	NA	64250
35-45 Years	25	2022-01-01	3.32	5.85	35.36	24.11	306663
35-45 Years	19	2022-01-01	4.47	6.76	48.33	24.4	172553
35-45 Years	35	2022-01-01	4.06	8.59	39.14	16.52	25074
35-45 Years	02	2022-01-01	4.03	5.54	40.81	17.38	1191
35-45 Years	46	2022-01-01	3.88	5.35	38.31	20.88	46824
35-45 Years	41	2022-01-01	3.8	6.21	33.5	16.21	221680
35-45 Years	38	2022-01-01	4.02	6.28	42.5	28.44	68381
35-45 Years	53	2022-01-01	3.47	5.43	30.34	12.3	165254
35-45 Years	48	2022-01-01	4.18	8.72	45.62	24.11	1035872
35-45 Years	30	2022-01-01	3.32	4.51	31.05	13.54	27830
35-45 Years	09	2022-01-01	2.86	6.29	40.17	22.17	266054
35-45 Years	08	2022-01-01	3.05	5.2	32.09	15.28	282201
35-45 Years	49	2022-01-01	3.81	6.46	33.22	15.38	69755
35-45 Years	06	2022-01-01	3.1	6.67	30.73	14.53	771807
35-45 Years	50	2022-01-01	2.12	4.72	31.64	14.55	41484
35-45 Years	12	2022-01-01	2.5	6.79	37.1	21.64	596630
35-45 Years	32	2022-01-01	2.46	5.35	33.61	15.22	95676
35-45 Years	11	2022-01-01	2.13	4.11	31.77	11.01	16725
35-45 Years	00	2022-01-01	4.26	7.23	42.17	21.86	12398716
45-55 Years	54	2022-01-01	12.58	18.52	57.22	27.41	89604
45-55 Years	21	2022-01-01	11.69	16.8	55.16	31.16	304848
45-55 Years	39	2022-01-01	10.91	15.54	51.78	30.05	894387
45-55 Years	18	2022-01-01	11.6	16.85	54.85	28.78	298976
45-55 Years	28	2022-01-01	11.03	17.01	55.51	24.17	191155
45-55 Years	37	2022-01-01	10.65	15.46	50.53	29.52	668022
45-55 Years	10	2022-01-01	11.8	15.61	54.36	29.05	35720
45-55 Years	45	2022-01-01	10.47	15.86	50.71	25.98	319026
45-55 Years	40	2022-01-01	10.85	17.18	52.9	27.12	98023
45-55 Years	20	2022-01-01	9.12	14.2	47.48	25.63	75968
45-55 Years	29	2022-01-01	9.4	14.99	51.2	32.25	91232
45-55 Years	26	2022-01-01	9.85	13.96	49.97	29.53	467165
45-55 Years	51	2022-01-01	9.1	14.07	47	24.95	498312
45-55 Years	01	2022-01-01	8.44	17.23	52.85	27.99	62751
45-55 Years	23	2022-01-01	8.36	11.56	45.96	26.41	80641
45-55 Years	17	2022-01-01	10.6	15.17	49.39	26.92	566730
45-55 Years	24	2022-01-01	8.8	14.36	48.62	30.13	195521
45-55 Years	56	2022-01-01	9.04	13.2	47.09	21.34	13518
45-55 Years	42	2022-01-01	8.01	12.98	46.98	25.18	782512
45-55 Years	27	2022-01-01	9.35	12.74	46.51	29.48	255902
45-55 Years	44	2022-01-01	8.38	13.48	34.45	22.99	63308
45-55 Years	16	2022-01-01	8.51	12.25	44.16	24.49	94336
45-55 Years	22	2022-01-01	9.1	15.61	51.11	29.11	224844
45-55 Years	36	2022-01-01	7.74	12.31	42.56	21.53	649859
45-55 Years	31	2022-01-01	9.18	14.01	50.37	21.67	69150
45-55 Years	55	2022-01-01	9.74	13.07	49.66	25.82	330590
45-55 Years	13	2022-01-01	9.28	14.67	47.77	24.17	291711
45-55 Years	34	2022-01-01	6.99	12.03	42.74	21.59	299642
45-55 Years	47	2022-01-01	8.15	15.19	49.83	21.19	129698
45-55 Years	05	2022-01-01	9.57	16.64	52.41	27.75	102424
45-55 Years	04	2022-01-01	8.61	12.37	38.49	20.67	132150
45-55 Years	33	2022-01-01	7.09	10.12	44.65	20.2	61893
45-55 Years	15	2022-01-01	7.62	13.73	NA	NA	70548
45-55 Years	25	2022-01-01	7.19	11.75	39.19	27.8	318072
45-55 Years	19	2022-01-01	9.27	13.53	52.77	28.63	159448
45-55 Years	35	2022-01-01	7.47	15.81	43.22	19.47	25907
45-55 Years	02	2022-01-01	8.99	13.13	41.46	19.06	1112
45-55 Years	46	2022-01-01	8.23	10.95	43.13	25.43	41392
45-55 Years	41	2022-01-01	8.18	12.65	37.62	18.93	203805
45-55 Years	38	2022-01-01	8.12	12.74	48.34	34.5	56603
45-55 Years	53	2022-01-01	7.19	10.97	34.22	14.51	150836
45-55 Years	48	2022-01-01	8.22	16.72	48.99	27.22	1061909
45-55 Years	30	2022-01-01	6.81	9.31	37.42	17.36	24765
45-55 Years	09	2022-01-01	5.82	11.99	43.99	25.53	286400
45-55 Years	08	2022-01-01	6.46	10.3	35.41	18.71	254115
45-55 Years	49	2022-01-01	7.38	12.03	35.99	16.99	59346
45-55 Years	06	2022-01-01	6.27	13.24	33.39	16.48	755477
45-55 Years	50	2022-01-01	4.29	8.82	35.15	16.63	44920
45-55 Years	12	2022-01-01	4.94	13.06	39.39	25.03	659956
45-55 Years	32	2022-01-01	5.27	10.72	36.53	18.52	91506
45-55 Years	11	2022-01-01	5.3	10.12	37.78	15.14	12173
45-55 Years	00	2022-01-01	8.66	14.13	46.14	25.33	12877177
55-65 Years	54	2022-01-01	17	25.24	54.39	25.82	106216
55-65 Years	21	2022-01-01	16.08	23.25	52.86	30.4	349561
55-65 Years	39	2022-01-01	15.2	21.89	50.28	29.86	1052365
55-65 Years	18	2022-01-01	15.74	23.26	53.08	28.48	340715
55-65 Years	28	2022-01-01	14.69	23.27	51.82	22.6	223088
55-65 Years	37	2022-01-01	15.04	22.26	49.56	29.44	741592
55-65 Years	10	2022-01-01	16.43	22.07	52.28	28.6	50603
55-65 Years	45	2022-01-01	14.29	22.2	48.2	25.25	377516
55-65 Years	40	2022-01-01	14.9	23.6	50.8	27.65	113255
55-65 Years	20	2022-01-01	13	20.16	48.32	26.77	95552
55-65 Years	29	2022-01-01	13.04	21.2	50.33	32.65	111644
55-65 Years	26	2022-01-01	13.89	19.95	47.95	29.02	562487
55-65 Years	51	2022-01-01	13.23	20.79	46.77	25.22	589419
55-65 Years	01	2022-01-01	11.49	23.15	49.62	26.44	78213
55-65 Years	23	2022-01-01	11.67	16.19	45.39	26.65	110988
55-65 Years	17	2022-01-01	14.23	21.32	48.22	26.55	658450
55-65 Years	24	2022-01-01	12.45	20.61	46.7	29.7	242434
55-65 Years	56	2022-01-01	12.02	17.47	44.7	20.4	18084
55-65 Years	42	2022-01-01	11.81	19.18	46.46	25.22	964623
55-65 Years	27	2022-01-01	12.9	17.73	46.3	30.54	311877
55-65 Years	44	2022-01-01	11.69	19.04	34.98	23.39	83588
55-65 Years	16	2022-01-01	12.13	17.46	43.95	26.09	105088
55-65 Years	22	2022-01-01	12.85	22.1	48.84	28.61	264354
55-65 Years	36	2022-01-01	11.26	18.36	42.56	21.55	836436
55-65 Years	31	2022-01-01	12.06	19.11	49.71	21.33	85404
55-65 Years	55	2022-01-01	13.26	18.1	48.76	26.72	403481
55-65 Years	13	2022-01-01	13.34	21.21	46.36	24.41	319363
55-65 Years	34	2022-01-01	10.43	18.38	42.77	21.7	376624
55-65 Years	47	2022-01-01	10.9	20.8	46.88	19.56	153942
55-65 Years	05	2022-01-01	12.31	22.2	48.93	25.77	119301
55-65 Years	04	2022-01-01	11.22	16.83	37.92	20.35	155738
55-65 Years	33	2022-01-01	9.9	14.28	42.97	20.5	87007
55-65 Years	15	2022-01-01	10.61	19.62	NA	NA	82061
55-65 Years	25	2022-01-01	10.86	17.93	40.11	28.36	377341
55-65 Years	19	2022-01-01	12.45	18.69	50.76	28.33	183929
55-65 Years	35	2022-01-01	9.14	19.78	39.33	17.76	35558
55-65 Years	02	2022-01-01	10.9	16.67	37.63	18.01	1560
55-65 Years	46	2022-01-01	11.33	15.15	42.41	25.22	49858
55-65 Years	41	2022-01-01	11.68	18.15	38.29	20.18	212974
55-65 Years	38	2022-01-01	11.14	17.92	47.79	34.49	65909
55-65 Years	53	2022-01-01	10.23	15.83	34.47	14.64	163134
55-65 Years	48	2022-01-01	11.3	23.52	47.77	27.15	1118779
55-65 Years	30	2022-01-01	10	13.5	37.87	17.44	28585
55-65 Years	09	2022-01-01	8.74	17.72	44.52	26	355907
55-65 Years	08	2022-01-01	9.36	15.13	35.24	19.66	262721
55-65 Years	49	2022-01-01	9.83	17.24	34.83	16.35	56273
55-65 Years	06	2022-01-01	9.02	19.45	33.56	16.75	818863
55-65 Years	50	2022-01-01	5.96	12.53	35.26	16.62	60038
55-65 Years	12	2022-01-01	6.88	18.75	37.97	24.68	825288
55-65 Years	32	2022-01-01	8.12	16.34	36.12	20	99325
55-65 Years	11	2022-01-01	7.67	16.71	39.6	13.18	12521
55-65 Years	00	2022-01-01	12.15	20.16	45.22	25.33	15071072
65+ Years	54	2022-01-01	18.86	30.89	45.37	20.76	168579
65+ Years	21	2022-01-01	18.22	28.52	44.74	26.12	499566
65+ Years	39	2022-01-01	17.64	28.02	44.78	27.15	1600823
65+ Years	18	2022-01-01	18.06	28.89	46.95	25.32	508875
65+ Years	28	2022-01-01	16.19	28.39	42.1	18.35	347813
65+ Years	37	2022-01-01	16.93	27.88	42.56	24.84	1139400
65+ Years	10	2022-01-01	19.32	28.53	46.16	25.98	83319
65+ Years	45	2022-01-01	16.22	27.28	40.13	22.98	607305
65+ Years	40	2022-01-01	16.49	28.29	43.55	26.07	179565
65+ Years	20	2022-01-01	15.16	24.97	42.93	23.26	165778
65+ Years	29	2022-01-01	14.72	25.83	43.15	29.86	191179
65+ Years	26	2022-01-01	16.92	26.91	43.21	26.74	863130
65+ Years	51	2022-01-01	15.09	26.65	40.1	21.46	911602
65+ Years	01	2022-01-01	13.11	27.54	39.89	25.32	125152
65+ Years	23	2022-01-01	14.57	21.62	39.8	23.87	195034
65+ Years	17	2022-01-01	15.83	27.24	42.44	24.16	1026610
65+ Years	24	2022-01-01	14.18	26.17	38.85	24.98	370624
65+ Years	56	2022-01-01	13.84	21.88	39.39	17.74	33786
65+ Years	42	2022-01-01	14.74	25.56	41.46	22.33	1504025
65+ Years	27	2022-01-01	15.53	23.27	42.09	28.52	490326
65+ Years	44	2022-01-01	14.19	25.91	33.98	23.51	127229
65+ Years	16	2022-01-01	15.19	23	41.98	28.23	177193
65+ Years	22	2022-01-01	15.02	28.18	41.55	26.27	390793
65+ Years	36	2022-01-01	13.61	24.32	37.16	18.67	1303377
65+ Years	31	2022-01-01	12.54	22.85	43.77	17.44	153417
65+ Years	55	2022-01-01	16.2	24.39	44.96	30.9	565147
65+ Years	13	2022-01-01	14.67	25.36	38.4	20.84	478566
65+ Years	34	2022-01-01	11.85	24.47	36.7	18.05	569026
65+ Years	47	2022-01-01	11.6	25.57	37.73	15.23	247539
65+ Years	05	2022-01-01	12.52	25.36	39.29	20.38	187401
65+ Years	04	2022-01-01	10.9	19.13	31.35	15.93	266643
65+ Years	33	2022-01-01	12.2	18.83	36.61	17.11	132700
65+ Years	15	2022-01-01	11.95	25.07	NA	NA	141954
65+ Years	25	2022-01-01	13.93	24.66	36.46	23.78	530196
65+ Years	19	2022-01-01	13.79	23.2	44.31	24.7	288993
65+ Years	35	2022-01-01	9.11	22.57	30.54	13.73	66527
65+ Years	02	2022-01-01	11.64	19.04	31.57	14.77	2715
65+ Years	46	2022-01-01	14.06	20.79	38.86	23.44	76643
65+ Years	41	2022-01-01	12.84	21.76	34.92	18.3	368825
65+ Years	38	2022-01-01	13.61	24.03	44.07	33.1	99341
65+ Years	53	2022-01-01	11.57	20.37	30.99	12.84	256458
65+ Years	48	2022-01-01	12.04	27.48	40.1	22.99	1603790
65+ Years	30	2022-01-01	12.17	17.49	34.48	15.43	45079
65+ Years	09	2022-01-01	11.2	23.88	40.18	23.03	517211
65+ Years	08	2022-01-01	11.38	19.53	31.32	17.61	400012
65+ Years	49	2022-01-01	10.07	21.64	29.87	12.7	88570
65+ Years	06	2022-01-01	9.54	22.23	26.75	13.53	1227193
65+ Years	50	2022-01-01	7.47	16.88	31.21	13.65	99318
