Session Title,Heat only KYNC county year 2018-2025,,
Session ID,2792485,,
Data Model,Patients,,
Population Base,All Patients,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,State of Residence: STATES_KY_NC,"Encounter Type: Emergency, Emergency to Inpatient",
Session Date Range,1/1/2018 - 12/31/2025,,
Measure,Number of Patients,,
Export User,Stephanie Perniciaro,,
Date of Export,1/22/2026,,
,,,
,,,
,Diagnosis (Encounter),Heat,"Total: Total includes all data, including data from columns not currently displayed."
Year,County of Residence,,
,"JACKSON, MN",10 or fewer,1503
,"ANDREW, MO",10 or fewer,171
,"LINCOLN, LA",10 or fewer,771
,"STRAFFORD, NH",10 or fewer,833
,"JACKSON, KY",10 or fewer,837
,"GREENE, MO",10 or fewer,816
,"WARREN, NC",10 or fewer,894
,"CHEYENNE, NE",10 or fewer,225
,"MUHLENBERG, KY",10 or fewer,1375
,"SAINT LOUIS CITY, MO",10 or fewer,760
,"DOUGLAS, MN",10 or fewer,910
,"CALLOWAY, KY",10 or fewer,1024
,"BOYLE, KY",10 or fewer,488
,"WEBSTER, MS",10 or fewer,451
,"BERKSHIRE, MA",10 or fewer,531
,"BENTON, MS",10 or fewer,1442
,"BELL, KY",10 or fewer,738
,"MEEKER, MN",10 or fewer,745
,"BUTLER, MO",10 or fewer,845
,"RICE, MN",10 or fewer,1036
,"OLMSTED, MN",10 or fewer,887
,"JASPER, MS",10 or fewer,860
,"EVANGELINE, LA",10 or fewer,400
,"DENT, MO",10 or fewer,49
,"WEST FELICIANA, LA",10 or fewer,798
,"SCOTLAND, NC",10 or fewer,496
,"RICHMOND, NC",10 or fewer,539
,"FRANKLIN, LA",10 or fewer,814
,"MERCER, KY",10 or fewer,492
,"OWEN, KY",10 or fewer,1258
,"CALDWELL, KY",10 or fewer,931
,"WADENA, MN",10 or fewer,715
,"COAHOMA, MS",10 or fewer,702
,"BALLARD, KY",10 or fewer,1368
,"SMITH, MS",10 or fewer,910
,"TRIMBLE, KY",10 or fewer,1231
,"MONTGOMERY, MS",10 or fewer,1083
,"JEFFERSON, MT",10 or fewer,419
,"CRAWFORD, MO",10 or fewer,57
,"NORMAN, MN",10 or fewer,1225
,"NEW MADRID, MO",10 or fewer,931
,"BOLIVAR, MS",10 or fewer,677
,"ISABELLA, MI",10 or fewer,871
,"MISSISSIPPI, MO",10 or fewer,939
,"ADAMS, MS",10 or fewer,665
,"FULTON, KY",10 or fewer,1150
,"LAFAYETTE, MO",10 or fewer,845
,"BRACKEN, KY",10 or fewer,1015
,"CLINTON, MO",10 or fewer,777
,"KEMPER, MS",10 or fewer,185
,"HARLAN, KY",10 or fewer,523
,"CARROLL, MS",10 or fewer,887
,"BELKNAP, NH",10 or fewer,608
,"NYE, NV",10 or fewer,713
,"WINSTON, MS",10 or fewer,678
,"MAHNOMEN, MN",10 or fewer,1467
,"SEWARD, NE",10 or fewer,685
,"LYON, MN",10 or fewer,815
,"AMITE, MS",10 or fewer,391
,"CARTER, KY",10 or fewer,1186
,"HUMPHREYS, MS",10 or fewer,808
,"MURRAY, MN",10 or fewer,640
,"TALLAHATCHIE, MS",10 or fewer,768
,"TUSCOLA, MI",10 or fewer,777
,"LYON, KY",10 or fewer,885
,"SAINT HELENA, LA",10 or fewer,1160
,"BOSSIER, LA",10 or fewer,612
,"ALEXANDER, NC",10 or fewer,462
,"GRAND TRAVERSE, MI",10 or fewer,549
,"BATH, KY",10 or fewer,220
,"FRANKLIN, MA",10 or fewer,630
,"PUTNAM, NY",10 or fewer,496
,"MONTGOMERY, KY",10 or fewer,392
,"LETCHER, KY",10 or fewer,206
,"POWELL, KY",10 or fewer,645
,"RAY, MO",10 or fewer,323
,"BAY, MI",10 or fewer,549
,"RENVILLE, MN",10 or fewer,422
,"WAYNE, MS",10 or fewer,616
,"LEE, KY",10 or fewer,971
,"PARK, MT",10 or fewer,727
,"GREENE, MS",10 or fewer,645
,"SAUNDERS, NE",10 or fewer,589
,"SUNFLOWER, MS",10 or fewer,550
,"MERRICK, NE",10 or fewer,165
,"SWIFT, MN",10 or fewer,399
,"BEAUREGARD, LA",10 or fewer,223
,"ROCKCASTLE, KY",10 or fewer,442
,"DONA ANA, NM",10 or fewer,477
,"HARRISON, KY",10 or fewer,553
,"AVOYELLES, LA",10 or fewer,415
,"AROOSTOOK, ME",10 or fewer,537
,"WARREN, KY",10 or fewer,531
,"CLINTON, MI",10 or fewer,490
,"PEMISCOT, MO",10 or fewer,424
,"LINCOLN, KY",10 or fewer,328
,"MANISTEE, MI",10 or fewer,466
,"MADISON, NC",10 or fewer,211
,"CLAY, NE",10 or fewer,693
,"CARLISLE, KY",10 or fewer,878
,"COOS, NH",10 or fewer,376
,"DODGE, NE",10 or fewer,567
,"MARIES, MO",10 or fewer,34
,"PAMLICO, NC",10 or fewer,270
,"MISSOULA, MT",10 or fewer,456
,"HAYWOOD, NC",10 or fewer,358
,"BOONE, MO",10 or fewer,437
